Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Container	Tiny Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Contained in Bag of Fishing Treasures from the fishing daily.			
				Container	Cache of the Ley-Guardian	14.49, 58.46	~	Group	FALSE	Phase 1?	0	So funny story. The Oculus is so unpopular that in order to make people not instantly leave when it comes in dungeon finder, you get an extra bag with really good rewards if it is selected as your random dungeon. You need to personally loot it off the final chest. With random dungeon finder not coming to the game, it is unclear whether this item will be available.			
			Northsea Pearl												
				Container	Any clam	~	Any	~	FALSE	Phase 1	1	Dropped from fishy mobs.			Other, Brooding Darkwater Clam; Other, Darkwater Clam; Other, Giant Darkwater Clam
				Container	Bag of Fishing Treasures	49.59, 42.85	Dalaran	Fishing	FALSE	Phase 1	0	Do fishing daily, receive rewards. Odds are rightfully bad for Northsea Pearls, but they're in there.	#REF!	53.0, 64.5	
				Sold	Ahlurglgr	19.05, 54.07	Borean Tundra	Quest	FALSE	Phase 1	4	You must be able to commune with him to buy the pearls for 30 Winterfin Clams each, but given the stock is about 2 per hour, I'd sooner try my luck with clams.	43.0 13.8		
			Scarlet Ruby												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Contains 2.6 rare gems of random colours, plus a 10% chance for a Dragon's Eye and rarely epic gems when they become available.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Container	Tiny Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Contained in Bag of Fishing Treasures from the fishing daily.			
				Container	Cache of the Ley-Guardian	14.49, 58.46	~	Group	FALSE	Phase 1?	0	So funny story. The Oculus is so unpopular that in order to make people not instantly leave when it comes in dungeon finder, you get an extra bag with really good rewards if it is selected as your random dungeon. You need to personally loot it off the final chest. With random dungeon finder not coming to the game, it is unclear whether this item will be available.			
			Shadow Crystal												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Mined	Any ore node	~	Any	Mining	FALSE	Phase 1	2	While odds aren't great at all (8% for a particular gem on Rich Saronite and Titanium nodes, not worth the bother elsewhere), it's a lovely bonus while mining to prospect.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Mined	Ormorok the Tree-Shaper	14.49, 58.46	The Nexus	Mining, Group	FALSE	Phase 1	0	While late on the usual route, could be tackled early.	56.2, 72.7		
				Mined	Krystallus	56.18, 15.91	Halls of Stone	Mining, Group	TRUE	Phase 1	0	Usually tackled early. His section also features two Saronite nodes, making him not a horrible farm.	40.1, 60.4		
				Mined	Forge Construct	57.61, 14.28	Ulduar: Base Camp	Mining, Group	TRUE	Phase 2	0	Requires defeating the early bosses to access and being in a raid, so you get what you get.			
			Siren's Tear												
				Container	Any clam	~	Any	~	FALSE	Phase 1	1	Dropped from fishy mobs.			Other, Brooding Darkwater Clam; Other, Darkwater Clam; Other, Giant Darkwater Clam
				Container	Bag of Fishing Treasures	49.59, 42.85	Dalaran	Fishing	FALSE	Phase 1	0	Do fishing daily, receive rewards. Odds are rightfully bad for Siren's Tears, but they're in there.	53.0, 64.5		
				Sold	Ahlurglgr	19.05, 54.07	Borean Tundra	Quest	FALSE	Phase 1	4	You must be able to commune with him to buy the pearls for 100 Winterfin Clams each, but given the stock is about 0.4 per hour, I'd sooner try my luck with clams.	43.0 13.8		
			Sky Sapphire												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Contains 2.6 rare gems of random colours, plus a 10% chance for a Dragon's Eye and rarely epic gems when they become available.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Container	Tiny Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Contained in Bag of Fishing Treasures from the fishing daily.			
				Container	Cache of the Ley-Guardian	14.49, 58.46	~	Group	FALSE	Phase 1?	0	So funny story. The Oculus is so unpopular that in order to make people not instantly leave when it comes in dungeon finder, you get an extra bag with really good rewards if it is selected as your random dungeon. You need to personally loot it off the final chest. With random dungeon finder not coming to the game, it is unclear whether this item will be available.			
			Skyflare Diamond												
				Crafted	Transmute: Skyflare Diamond	~	~	Alchemy	FALSE	Phase 1	0	No cooldown. Given this and the cheap materials of a Bloodstone, a Chalcedony, and an Eternal Air, they should be readily available.			Jewelcrafting, Bloodstone; Jewelcrafting, Chalcedony; Elemental, Eternal Air
			Sun Crystal												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Mined	Any ore node	~	Any	Mining	FALSE	Phase 1	2	While odds aren't great at all (8% for a particular gem on Rich Saronite and Titanium nodes, not worth the bother elsewhere), it's a lovely bonus while mining to prospect.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Mined	Ormorok the Tree-Shaper	14.49, 58.46	The Nexus	Mining, Group	FALSE	Phase 1	0	While late on the usual route, could be tackled early.	56.2, 72.7		
				Mined	Krystallus	56.18, 15.91	Halls of Stone	Mining, Group	TRUE	Phase 1	0	Usually tackled early. His section also features two Saronite nodes, making him not a horrible farm.	40.1, 60.4		
				Mined	Forge Construct	57.61, 14.28	Ulduar: Base Camp	Mining, Group	TRUE	Phase 2	0	Requires defeating the early bosses to access and being in a raid, so you get what you get.			
			Titanium Powder												
				Prospected	Titanium Ore	~	~	Jewelcrafting	FALSE	Phase 2?	0	Drops most of the time, but not always, from prospecting Titanium Ore. Could be handed in starting in 3.1 for Jewelcrafter's Tokens			Metal, Titanium Ore
			Twilight Opal												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Contains 2.6 rare gems of random colours, plus a 10% chance for a Dragon's Eye and rarely epic gems when they become available.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Container	Tiny Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Contained in Bag of Fishing Treasures from the fishing daily.			
				Container	Cache of the Ley-Guardian	14.49, 58.46	~	Group	FALSE	Phase 1?	0	So funny story. The Oculus is so unpopular that in order to make people not instantly leave when it comes in dungeon finder, you get an extra bag with really good rewards if it is selected as your random dungeon. You need to personally loot it off the final chest. With random dungeon finder not coming to the game, it is unclear whether this item will be available.			
Leather	Borean Leather	#b45f06													
			Arctic Fur												
				Sold	Braeg Stoutbeard	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sold for 10 Heavy Leather each. Probably the best source in practice.	36.8 29.8		Leather, Heavy Borean Leather
				Skinned	Any skinnable mob	~	Any	Skinning	FALSE	Phase 1	1	A rare drop from essentially anything in Northrend. Don't be fooled by statistical anomalies in the Wowhead data. The only mobs with notably higher drop chance are raid bosses.			
			Borean Leather												
				Skinned	Any skinnable mob	~	Any	Skinning	FALSE	Phase 1	1	Higher level mobs have very slightly better odds and amounts, but the only thing that matters in practice is killing a lot of mobs quickly. As long as you're not in the starting zones, any target will do.			
				Crafted	Borean Leather Scraps	~	~	~	FALSE	Phase 1	0	5 Scraps create one regular leather. It appears you can do so by just right clicking, but leatherworkers can also do it through the profession window to get points.			Leather, Borean Leather Scraps
			Borean Leather Scraps												
				Skinned	Any skinnable mob	~	Any	Skinning	FALSE	Phase 1	1	If you need specifically scraps for some reason, lower level mobs naturally will drop scraps instead of Leather more often.			
			Heavy Borean Leather												
				Crafted	Borean Leather	~	~	Leatherworking	FALSE	Phase 1	0	5 regular Leather create one Heavy. There is no other source for this.			Leather, Borean Leather
			Icy Dragonscale												
				Skinned	Early Oculus trash	14.49, 58.46	The Oculus: Band of Variance	Skinning, Group	FALSE	Phase 1	0	If you can kill the early trash comfortably, all of it has skin that you can take off. Supposedly a lot of classes can do it with pretty low gear requirements. This may make Skinning wholly pointless when bots do it for you.		63.67, 46.86; 60.47, 44.61; 62.51, 25.23; 57.82, 15.43; 41.15, 14.82; 36.66, 18.70; 34.15; 33.80; 39.18, 47.37; 39.25, 52.27; 35.98, 50.73; 32.31, 42.88; 31.22, 31.25; 34.76, 16.25; 40.13, 9.82; 55.84, 9.31; 63.53, 18.09; 66.05, 33.90	
				Skinned	Primordial Drake	25.44, 36.73	Sholazar Basin	Skinning	FALSE	Phase 1	3	Plausible Hyperspawn. The obvious place to farm, but for a reason. Even with contention and questers, this should be best.		42.4 28.6; 45.2 23.6; 48.0 22.4; 49.4 28.4; 48.2 30.6; 45.8 31.6	
				Skinned	Stormpeak Wyrm	56.52, 29.28	Storm Peaks	Skinning	TRUE	Phase 1	2	Plausible Hyperspawn, because quest relevant. 		47.0 55.0; 49.2 62.2; 46.2 67.6; 43.8 64.6; 45.0 58.0	
				Skinned	Azure Spellweaver	49.11, 45.30	Crystalsong Forest	Skinning	FALSE	Phase 1	1	Not really relevant for anything and close to Dalaran.		21.0 53.0; 28.8 54.4; 30.8 66.0; 27.2 71.6; 21.0 67.0	
				Skinned	Dragons	~	Any	Skinning	FALSE	Phase 1	1	There are many more, the above are just a selection of what I expect would be the best sources.			
			Jormungar Scale												
				Skinned	Jormungars	64.55, 30.20	Storm Peaks	Skinning	FALSE	Phase 1	1	Conveniently, you can both skin a lot of Jormungar being killed by daily questers and find them in random caves.			
			Nerubian Chitin												
				Skinned	Nerubians	~	Any	Skinning	FALSE	Phase 1	1	Just like there is always a spider within three inches of you, Nerubians are more widespread than you'd think.			
Meat and Fish	Rhino Meat	#980000													
			Barrelhead Goby												
				Fished	Open water	26.39, 43.26	Sholazar Basin	Fishing	FALSE	Phase 1	0	Fished anywhere in this zone. There are no schools of these, and they don't occur in schools of other fish. Supposedly they can also be fished from the north sea.		35.4 35.2; 40.4 33.7; 38.8 36.2; 46.1 43.4; 46.2 45.4; 41.9 45.0; 37.6 40.7; 34.5 41.1; 34.2 37.1|45.6 48.5; 49.0 50.6; 49.6 62.2; 54.7 61.4; 57.6 54.4; 59.3 50.1; 67.5 42.1; 68.6 43.8; 64.1 51.4; 60.7 52.9; 59.5 52.4; 56.6 60.5; 62.8 67.2; 70.1 65.6; 74.2 63.6; 73.6 67.5; 71.5 68.5; 68.6 67.0; 62.7 69.0; 56.7 64.5; 49.8 64.8; 49.1 71.3; 46.6 74.7; 46.3 73.5; 48.3 71.0; 48.3 66.5; 44.9 61.9; 39.4 64.0; 37.8 63.0; 37.3 61.5; 43.5 60.4; 48.0 60.8; 48.6 52.0; 44.5 49.3|44.3 78.6; 48.8 82.1; 62.6 85.3; 61.8 87.0; 50.0 86.5; 44.5 81.1|24.4 59.2; 31.5 63.5; 21.6 61.1	
			Bonescale Snapper												
				Fished	The Decrepit Flow	49.11, 45.30	Crystalsong Forest	Fishing	FALSE	Phase 1	0	If you want specifically Bonescale Snappers (keeping in mind they are a byproduct of farming other fishies), it seems they are most likely found in this river.		22.5 9.4; 22.1 16.0; 19.1 18.2; 19.0 24.2; 26.0 42.2; 31.9 44.1; 40.8 54.2; 49.3 54.5; 50.2 56.6; 49.8 58.4; 47.1 59.0; 43.9 56.5; 40.7 56.5; 32.2 45.9; 25.9 44.4; 15.1 18.9; 14.8 15.5	
				Fished	Fresh? water	~	Any	Fishing	FALSE	Phase 1	0	There are no schools of these, and they don't occur in schools of other fish. Found primarily in fresh water, though Wowhead also lists them being caught in ocean water.			
			Borean Man O' War												
				Fished	Borean Man O' War School	22.04, 61.62	Borean Tundra	Fishing	FALSE	Phase 1	1	The fish is pretty useless as it gets, so there shouldn't be competition on this. Schools of inexplicably non-jellyfish shaped jellyfish can be found along the coast of Borean Tundra.		42.5 6.3; 46.9 24.6; 45.5 31.2; 40.1 37.1; 39.9 42.0; 34.5 44.2; 28.9 51.3; 28.4 65.3; 32.8 66.7; 33.7 70.7; 46.8 81.0; 52.8 76.0; 55.9 65.8; 60.2 64.8; 65.2 48.9; 71.5 51.7; 74.7 53.5; 86.7 46.2; 87.2 47.5; 79.0 53.5; 72.7 54.6; 70.7 61.0; 61.9 63.7; 58.9 71.7; 48.4 82.0; 43.1 81.8; 32.9 72.4; 27.3 64.8; 26.2 55.5; 28.7 46.5; 41.7 30.9; 43.5 24.5; 41.5 16.8;37.0 14.8; 33.8 11.0; 36.0 6.0|49.5 87.4; 52.3 88.5; 55.2 92.8; 53.6 96.6; 49.1 94.7; 44.6 91.3; 46.2 89.2	
				Fished	Open salt water: Borean Tundra	22.04, 61.62	Borean Tundra	Fishing	FALSE	Phase 1	0	Fished from open salt water. While it occurs all around Northrend, it can realistically be farmed only in Borean Tundra and the western part of Dragonblight.		42.5 6.3; 46.9 24.6; 45.5 31.2; 40.1 37.1; 39.9 42.0; 34.5 44.2; 28.9 51.3; 28.4 65.3; 32.8 66.7; 33.7 70.7; 46.8 81.0; 52.8 76.0; 55.9 65.8; 60.2 64.8; 65.2 48.9; 71.5 51.7; 74.7 53.5; 86.7 46.2; 87.2 47.5; 79.0 53.5; 72.7 54.6; 70.7 61.0; 61.9 63.7; 58.9 71.7; 48.4 82.0; 43.1 81.8; 32.9 72.4; 27.3 64.8; 26.2 55.5; 28.7 46.5; 41.7 30.9; 43.5 24.5; 41.5 16.8;37.0 14.8; 33.8 11.0; 36.0 6.0|49.5 87.4; 52.3 88.5; 55.2 92.8; 53.6 96.6; 49.1 94.7; 44.6 91.3; 46.2 89.2	
				Fished	Open salt water: Dragonblight	39.38, 64.78	Dragonblight	Fishing	FALSE	Phase 1	0	Fished from open salt water. While it occurs all around Northrend, it can realistically be farmed only in Borean Tundra and the western part of Dragonblight.		15.8 61.7; 22.0 66.2; 28.4 69.6; 20.6 69.2; 8.4 63.2|74.1 80.9;82.6 71.4; 90.7 78.2; 80.1 81.6|32.6 79.2; 41.8 80.4; 46.3 75.9; 49.6 73.0; 53.7 74.4; 49.6 78.5; 47.4 79.3; 43.7 82.9; 33.5 84.7	
			Chilled Meat												
				Drop	Hardknuckle mobs	29.11, 47.24	Sholazar Basin	~	FALSE	Phase 1	1	These have great drop rates and are easy to kill en masse.		71.8 70.6; 66.6 79.0; 56.6 79.8; 55.4 76.0; 58.2 71.6; 66.6 69.6	
				Drop	Lion Seal Whelp	83.93, 86.11	Howling Fjord	~	FALSE	Phase 1	1	I wished I was kidding. They have good drop rates, spawn in bunches, and are easy to kill. Get clubbing.		80.0 70.2; 79.4 74.6; 76.0 77.0; 75.0 76.6; 78.0 71.2	
				Drop	Any Northrend animal	~	Any	~	FALSE	Phase 1	0	You see that animal? It's made of meat. Just go kill it instead of wondering about optimal spots.			
			Deep Sea Monsterbelly												
				Fished	Deep Sea Monsterbelly School	32.04, 66.51	Borean Tundra	Fishing	FALSE	Phase 1	3	Only spawn around icebergs off the coast. Luckily they are not relevant to anything practical but achievement hunting, so demand should be low.		81.6, 56.5; 84.2, 59.9; 83.5, 60.9; 78.9, 58.5	
				Fished	Deep Sea Monsterbelly School	63.53, 76.72	Howling Fjord	Fishing	FALSE	Phase 1	3	Only spawn around icebergs off the coast. Luckily they are not relevant to anything practical but achievement hunting, so demand should be low.	14.5, 54.6; 73.5, 83.4		
				Fished	Deep Sea Monsterbelly School	49.99, 67.67	Dragonblight	Fishing	FALSE	Phase 1	3	Only spawn around icebergs off the coast. Luckily they are not relevant to anything practical but achievement hunting, so demand should be low.	58.4, 84.7		
			Dragonfin Angelfish												
				Fished	Dragonfin Angelfish School	44.69, 62.95	Dragonblight	Fishing	FALSE	Phase 1	3	Spawn in Dragonblight's rare fresh water exclusively.		12.2, 41.5; 12.2, 49.2; 10.7, 47.9|38.7, 66.2; 40.5, 65.9; 41.6, 68.5; 39.6, 69.69; 37.4, 67.9|90.3, 35.3; 93.1, 58.3; 92.6, 67.4	
				Fished	Open water: Dragonblight	59.58, 56.21	Dragonblight	Fishing	FALSE	Phase 1	0	Only found in fresh water in this zone.	39.9 67.8; 12.9 45.4; 22.7 39.1	92.6 23.5; 92.0 30.1; 94.0 58.2; 92.9 68.0; 92.3 67.3; 92.9 57.0; 90.0 38.5; 90.4 26.4	
				Fished	Open water: Zul'Drak	65.03, 49.58	Zul'Drak	Fishing	FALSE	Phase 1	0	Only found in fresh water in this zone.	55.5 47.1; 36.8 86.7		
				Fished	Open water: Borean Tundra	22.04, 62.34	Borean Tundra	Fishing	FALSE	Phase 1	0	According to Wowhead, found both in the zone's one real lake and in coastal water, but not in the steam pools.	52.0 44.1; 46.6 60.3; 60.6 49.5; 60.9 56.3; 51.7 33.0	26.2 46.6; 24.2 56.8; 33.0 69.2; 35.1 75.0; 40.6 76.1; 42.8 78.3; 51.1 78.6; 58.1 64.7; 61.9 63.7; 71.5 51.7; 91.8 42.7; 92.9 44.4; 79.1 54.5; 74.1 63.3; 69.0 65.0; 62.5 77.0; 61.6 82.6; 54.1 86.4; 40.6 77.9; 31.2 79.1; 21.1 59.7; 20.6 50.3	
			Fangtooth Herring												
				Fished	Fangtooth Herring School	72.69, 69.69	Howling Fjord	Fishing	FALSE	Phase 1	2	Found anywhere in fresh water in Howling Fjord. Since mp5 food is pretty uncool, their only use should be making Haunted Herring for achievement hunters. As it makes five at a time, that shouldn't be an issue.		41.4 16.3; 46.6 19.7; 45.5 21.7; 50.2 29.4; 58.8 33.3; 64.2 25.6; 63.6 21.7; 60.2 18.8; 64.0 16.7; 65.9 18.5; 68.7 20.1; 67.1 22.3; 64.2 25.6; 62.3 31.5; 61.4 38.8; 63.3 50.2; 64.5 62.5; 62.7 65.2; 60.6 64.5; 59.8 59.2; 60.3 44.6; 55.9 46.1; 53.5 53.2; 52.6 45.5; 54.2 43.2; 56.0 40.5; 54.2 38.4; 46.5 41.5; 43.1 40.6; 40.2 36.5; 47.0 39.3; 47.3 30.3; 46.6 25.7; 43.5 23.9; 37.2 23.6; 33.8 26.6; 30.5 26.5; 30.5 25.9; 34.9 23.4; 39.8 24.3; 39.3 19.1;	
				Fished	Open water: Howling Fjord	75.91, 75.29	Howling Fjord	Fishing	FALSE	Phase 1	0	Found in fresh water.		41.4 16.3; 46.6 19.7; 45.5 21.7; 50.2 29.4; 58.8 33.3; 64.2 25.6; 63.6 21.7; 60.2 18.8; 64.0 16.7; 65.9 18.5; 68.7 20.1; 67.1 22.3; 64.2 25.6; 62.3 31.5; 61.4 38.8; 63.3 50.2; 64.5 62.5; 62.7 65.2; 60.6 64.5; 59.8 59.2; 60.3 44.6; 55.9 46.1; 53.5 53.2; 52.6 45.5; 54.2 43.2; 56.0 40.5; 54.2 38.4; 46.5 41.5; 43.1 40.6; 40.2 36.5; 47.0 39.3; 47.3 30.3; 46.6 25.7; 43.5 23.9; 37.2 23.6; 33.8 26.6; 30.5 26.5; 30.5 25.9; 34.9 23.4; 39.8 24.3; 39.3 19.1|78.8 9.7;80.2 22.7; 83.8 41.7; 81.3 37.6; 80.5 32.9; 79.7 27.2; 78.5 23.4|55.7 83.2;67.1 81.3; 69.6 83.0; 61.9 87.7|31.5 37.8; 29.2 39.2; 30.3 48.8; 31.9 53.1; 26.1 51.6; 26.1 51.6; 23.5 57.8; 23.2 62.2; 20.7 64.6; 17.7 55.1; 28.0 38.0|24.1 76.2; 31.0 76.9; 36.9 90.0; 33.4 86.3; 27.4 87.2	
				Fished	Open water: Grizzly Hills	66.25, 59.17	Grizzly Hills	Fishing	FALSE	Phase 1	0	Found in fresh water.		15.3 37.7; 27.1 39.7; 34.5 36.3; 35.7 31.8; 39.8 31.1; 42.0 34.8; 38.1 41.7; 32.2 44.2; 30.5 48.9; 30.5 54.1; 29.7 60.2; 28.3 66.1; 27.4 70.9; 23.9 77.6; 22.3 76.6; 26.7 66.4; 29.5 49.2; 30.2 40.8; 18.8 41.4; 10.7 40.9; 10.3 40.7|54.3 38.8; 56.1 51.0; 61.9 48.8; 74.6 45.0; 64.3 52.4; 55.9 52.5; 53.8 39.9|77.0 17.6; 81.3 20.8; 82.1 33.1; 79.3 32.8; 76.6 28.2	
			Fountain Goldfish												
				Fished	The Dalaran Fountain	49.59, 42.85	Dalaran	Fishing	FALSE	Phase 1	0	Not only do these bog down your hunt for coins, they have no use at all beyond eating them raw.	53.9 67.0		
			Glacial Salmon												
				Fished	Glacial Salmon School	66.73, 56.83	Grizzly Hills	Fishing	FALSE	Phase 1	4	Found along the rivers of Grizzly Hills. Required reagents for spell power food and Fish Feasts, so expect them to be drag fished to extinction.		15.3 37.7; 27.1 39.7; 34.5 36.3; 35.7 31.8; 39.8 31.1; 42.0 34.8; 38.1 41.7; 32.2 44.2; 30.5 48.9; 30.5 54.1; 29.7 60.2; 28.3 66.1; 27.4 70.9; 23.9 77.6; 22.3 76.6; 26.7 66.4; 29.5 49.2; 30.2 40.8; 18.8 41.4; 10.7 40.9; 10.3 40.7|54.3 38.8; 56.1 51.0; 61.9 48.8; 74.6 45.0; 64.3 52.4; 55.9 52.5; 53.8 39.9	
				Fished	Open water: Grizzly Hilly	65.50, 62.85	Grizzly Hills	Fishing	FALSE	Phase 1	0	Odds of a Salmon are best here, because grizzlies. Yep.		15.3 37.7; 27.1 39.7; 34.5 36.3; 35.7 31.8; 39.8 31.1; 42.0 34.8; 38.1 41.7; 32.2 44.2; 30.5 48.9; 30.5 54.1; 29.7 60.2; 28.3 66.1; 27.4 70.9; 23.9 77.6; 22.3 76.6; 26.7 66.4; 29.5 49.2; 30.2 40.8; 18.8 41.4; 10.7 40.9; 10.3 40.7|54.3 38.8; 56.1 51.0; 61.9 48.8; 74.6 45.0; 64.3 52.4; 55.9 52.5; 53.8 39.9|77.0 17.6; 81.3 20.8; 82.1 33.1; 79.3 32.8; 76.6 28.2	
				Fished	Open water: Lake Wintergrasp	35.98, 48.97	Lake Wintergrasp	Fishing	FALSE	Phase 1?	0	Fishing them in Lake Wintergrasp was added later, but may be in at launch. Odds of a Salmon are fair here.		32.7 15.4; 36.5 26.4; 36.2 28.2; 33.9 30.1; 27.7 32.4; 29.0 45.3; 36.6 49.3; 36.6 37.9; 37.8 34.7; 39.0 39.0; 39.9 44.1; 40.9 48.1; 37.8 50.7; 39.2 53.8; 45.6 52.3; 46.1 48.2; 48.6 54.1; 51.4 53.3; 49.4 43.6; 50.7 44.1; 53.7 52.1; 56.7 50.2; 63.4 53.0; 66.6 52.5; 65.7 48.4; 69.2 48.2; 69.5 42.0; 65.7 42.6; 63.8 42.1; 66.5 39.4; 67.9 39.4; 69.1 35.8; 70.5 35.4; 71.4 42.9; 74.1 42.3; 75.0 39.1; 79.9 41.7; 79.6 46.9; 75.6 46.5; 72.4 49.1; 69.6 51.2; 67.9 56.1; 66.8 58.9; 63.2 62.7; 63.1 55.6; 61.2 53.2; 55.4 53.4; 52.2 57.2; 44.6 60.1; 39.1 55.6; 26.2 53.9; 25.1 49.5; 25.8 44.0; 21.0 37.6; 24.3 25.2; 29.3 23.7|56.1 66.6; 60.1 70.9; 63.2 67.7; 65.7 70.8; 69.7 68.6; 75.6 70.4; 79.1 69.6; 80.5 76.6; 79.1 78.6; 76.6 73.8; 70.8 72.7; 66.5 74.7; 62.8 80.6; 60.0 77.0; 55.7 79.3; 51.1 79.8; 48.8 82.4; 42.3 82.3; 41.0 78.7; 41.3 75.4; 47.2 79.0; 55.7 75.4	
				Fished	Open water: Howling Fjord	75.98, 75.80	Howling Fjord	Fishing	FALSE	Phase 1	0	Odds of a Salmon are pretty bad here.		41.4 16.3; 46.6 19.7; 45.5 21.7; 50.2 29.4; 58.8 33.3; 64.2 25.6; 63.6 21.7; 60.2 18.8; 64.0 16.7; 65.9 18.5; 68.7 20.1; 67.1 22.3; 64.2 25.6; 62.3 31.5; 61.4 38.8; 63.3 50.2; 64.5 62.5; 62.7 65.2; 60.6 64.5; 59.8 59.2; 60.3 44.6; 55.9 46.1; 53.5 53.2; 52.6 45.5; 54.2 43.2; 56.0 40.5; 54.2 38.4; 46.5 41.5; 43.1 40.6; 40.2 36.5; 47.0 39.3; 47.3 30.3; 46.6 25.7; 43.5 23.9; 37.2 23.6; 33.8 26.6; 30.5 26.5; 30.5 25.9; 34.9 23.4; 39.8 24.3; 39.3 19.1|78.8 9.7;80.2 22.7; 83.8 41.7; 81.3 37.6; 80.5 32.9; 79.7 27.2; 78.5 23.4|55.7 83.2;67.1 81.3; 69.6 83.0; 61.9 87.7|31.5 37.8; 29.2 39.2; 30.3 48.8; 31.9 53.1; 26.1 51.6; 26.1 51.6; 23.5 57.8; 23.2 62.2; 20.7 64.6; 17.7 55.1; 28.0 38.0|24.1 76.2; 31.0 76.9; 36.9 90.0; 33.4 86.3; 27.4 87.2	
			Glassfin Minnow												
				Fished	Glassfin Minnow School	49.11, 45.30	Crystalsong Forest	Fishing	FALSE	Phase 1	1	Found in the waters of Crystalsong Forest. Only useful for achievements and making Elixirs of Water Walking.		22.5 9.4; 22.1 16.0; 19.1 18.2; 19.0 24.2; 26.0 42.2; 31.9 44.1; 40.8 54.2; 49.3 54.5; 50.2 56.6; 49.8 58.4; 47.1 59.0; 43.9 56.5; 40.7 56.5; 32.2 45.9; 25.9 44.4; 15.1 18.9; 14.8 15.5	
				Fished	Open water: Crystalsong Forest	51.11, 47.30	Crystalsong Forest	Fishing	FALSE	Phase 1	0	Found in the waters of Crystalsong Forest. Only useful for achievements and making Elixirs of Water Walking.		22.5 9.4; 22.1 16.0; 19.1 18.2; 19.0 24.2; 26.0 42.2; 31.9 44.1; 40.8 54.2; 49.3 54.5; 50.2 56.6; 49.8 58.4; 47.1 59.0; 43.9 56.5; 40.7 56.5; 32.2 45.9; 25.9 44.4; 15.1 18.9; 14.8 15.5	
